"Product Name","Product Image","Price (BDT)","Original Price (BDT)","Discount Percentage"
"Healthy Hearts Nut & Date Tray","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/650405819_1418583772734895_6474648451643079961_n.jpg?stp=c0.0.1152.1152a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE8o9yACOPo1Q7NN6TjbuH5sF2bviAnfiWwXZu-ICd-JQxbr0MpWQPqEln0f1fJvUMhfMr53E7VfYq-7OQ4U06a&_nc_ohc=tz2_6I-4nzUQ7kNvwGSv1gz&_nc_oc=AdqWqgTcnfe1gvjZTWiWIFRxYFlRsHEnaFmpkHXDX0qNeSl2zYbgVSdI4cmfMgGLDvQ&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af3Snms5Qy0abTxUOXqfxC4mY9ijUUBOQ1B2FsqEBSQcsA&oe=69EAAEC2","8000","",""
"cake with wooden box and flowers","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/649704348_1694146678662927_3192167488921240089_n.jpg?stp=c0.288.1152.1152a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHXQsA3VcvBC3e_9z1YXzl6jySifKVXuTqPJKJ8pVe5OgYxmAalaRuqsDvjQiWfWy8izgduRb2U2D4aD9nt1gmn&_nc_ohc=5mbwXi_tflAQ7kNvwFjzWaj&_nc_oc=Adr8U7seJIU7pnisBUh_ohqrsocLC6OJx2Zf0OpLm8jO8h6QL-MhMDVX8CQT7LDgmSs&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af3ma38jzT10NKxt90p8jBVFLTlZn5J8KI4-7uUXLH6fvA&oe=69EAA8B9","4500","",""
"Sweet Romance Trio: Red Roses, Chocolates & Cake Combo","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/624394261_2690600897968047_3507057346661936258_n.jpg?stp=c0.402.1536.1536a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE5gjNPnVoDCm9qTNsrLzfoHaZ_N9Z3X50dpn831ndfnQakmwr9NK3S4XpqbkmJk-BYJ04biv5KSWqQz1sB2MNs&_nc_ohc=czvZIHER9TUQ7kNvwGBd-zX&_nc_oc=AdqI5rHVb8Q2gbhzP_jfn_wpCdkhHhPTYro3CRZB5R6zsFJhcVDvCJO53wH812TAybM&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af2cS-QbXv-lZg11XQLee5q4AndZoAP0vMkZP3KCcDXRdw&oe=69EA9279","5000","",""
"Balloon bouquet with chocolate box","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/243252854_4222904441151237_9172123220869842503_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHR7ZGKtQ-7bJ3NzOtwobnAgOjdhk1COfmA6N2GTUI5-Rt6C0g8Zsiz3dy1PLnYV9oM4NK3MYPQ6u2ts5XSne4k&_nc_ohc=s961jkik4c4Q7kNvwGdBu34&_nc_oc=AdoNEo8PwGvEVzE31s9AcrLhcODAS8KJUW40r0pxnPazvMDHv7HE5FxWfXHpOL_e-5Q&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af0MIRMozTW5OwQAkPQ7q5OYUnVSq8UMMeua1-_4w8jLKw&oe=69EA7B41","4000","4600","13.04"
"Student package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/218393624_3158390824285812_8909033922276488299_n.jpg?stp=c0.0.2898.2898a_dst-jpg_s400x400_tt6&_nc_cat=105&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEJumZMh68XjfU63azwadBC1cf3uDghXsvVx_e4OCFeyw1CaeN23lFmv36PLf_1_Hy-DkgV_KPJrHc5UhNm3H9d&_nc_ohc=U8dAHKbqIbQQ7kNvwHvDOSR&_nc_oc=AdrZCGFdCD66-xF0auhAR2la5RceFyrJMLeryAe2nbPAmNy3C56rDBuxtI_8s3WbmNY&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af2wE8Kkpx05a4js0XG2FBjQehzS63feAk43YCp3UCHk1A&oe=69EAAC38","1400","",""
"Giant Red Rose Bouquet with Ferrero Rocher Heart Center","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/616795206_1229645515759929_165291655046827944_n.jpg?stp=c0.68.1013.1013a_dst-jpg_s1080x1080_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFlO7z_dw4B18uB9eV_Z0CAMoLYH1UP-2kygtgfVQ_7aWYl0Ia81OjXcwJUyf82L2FTa-cj8sfbSFyNySX4R7tg&_nc_ohc=RJHMSaRE0EUQ7kNvwH9Q2a6&_nc_oc=AdryxRrow3rtT-8zecAZepihTblM1OPfBDN3GGIbS6y7AwDce7BcP8a-MWRmH-yS-qM&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af2xjCiyrKb0o73MmA2J03ytxFHafMa8T_NSbkpgeHQ3ng&oe=69EAACE6","14000","15000","6.67"
"Gift combo-5","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/288960967_5124450514334512_729897834235041236_n.jpg?stp=c2.0.998.998a_dst-jpg_s400x400_tt6&_nc_cat=105&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHs5A9rLWfS-xsFNi5JHN_IqSGakkXBuGGpIZqSRcG4YaLoggen9dvrGyPvdvFVoNpgptG5eJaZTLp57uDAHj6D&_nc_ohc=5mHdlqMwkiUQ7kNvwF_HNZ-&_nc_oc=Adqsbl8EqUcWyxY0N5mBSEiYqFa9PjsFjKXxkoOCoGW30g0k1OwqLqxsKTc4G8aoeJM&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af10vaBkPKUvrKj37W-LxSXZmp9iYIlAmZRrjliGgsL3pw&oe=69EAA361","4000","4500","11.11"
"Love bouquet for anniversary","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/299507396_5363567130403989_8427610298885695768_n.jpg?stp=c0.123.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=100&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFQIVDgvePG-j3yMXh2eQdVpRHhMC6mRYqlEeEwLqZFim178_RuXgCiUWni4VvuQS5Kz8AdDWpMnw2Gbj-Y2hXb&_nc_ohc=g7spaBUYHM4Q7kNvwET_tcm&_nc_oc=Adq2LKKbQgM0u77FQB-d-c5IrpcCYlbSKslvC1nHNIQ_h4RSCA9FOgX-XR00DOU20xs&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af3PddR8WxO8UWRWTAVMb73EsLgx0Ab-3hXVAAldn1ZTEw&oe=69EAA0C3","3600","",""
"iloveyou box","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/279956843_7835439439814325_8795182757707340539_n.jpg?stp=c0.98.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=111&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE_atbUNP4nPOynzlFF2dH97ubW7iB-YRzu5tbuIH5hHH6WiWFZhdO04x6m15pHHnJdjUrjpjVxnMliE7vQinHM&_nc_ohc=tm_k1ZdncOgQ7kNvwFGbWxN&_nc_oc=AdrdwrbLt8EEcGmdnDe82o8RYjpnG0sJY8mbxtDGSOD4ei1-COrrHNbnyI88FBcJcOo&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af0ysoypq2cyd5vdQ0rz80v0sg9BYn1OBpfhVzUuYoL1hA&oe=69EA7D19","3600","",""
"Islamic package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/218253437_3954642811311836_55022158993241720_n.jpg?stp=c0.0.960.960a_dst-jpg_s400x400_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEbHHPx5_aNF_khbQgmkV3JLv5thkETITou_m2GQRMhOkN0gbY-FKn2FcmVp1SatIHl8oHrygTRjiIOfxNHPAsE&_nc_ohc=MVE5kov9FRAQ7kNvwGAfa0x&_nc_oc=AdpGhDM53cZtLGpCVIidy3Gz581NjFcH75balhuRTxf_JMHB44UQHBnFsRLNqSUVRfg&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af35W-jdsvmR0QdB1YfpcZ3BRWA0QrFmVQcIkOMw6f8x7A&oe=69EA9A73","5700","",""
"Premium Chocolate Busket","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/244648319_4416160211813368_2266891514960209066_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGZ1kzjIOmVSta35guyuGuZLFMOYrekIuIsUw5it6Qi4n6v6E_fWeOP0QNQELupZja-jkDaxU_8-DhNoBNSJzci&_nc_ohc=HkWPRJldixcQ7kNvwESRswL&_nc_oc=AdrnrQm3PKA139MxGEiHRy9f0y5NELzd5NNvtDzu_I1yeCPggHCQqADy7usrjAg9u-Y&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af1bhKPAfYUozfkJ4RgYNVyxnIMzUquTSYVnfwcxUNIs4g&oe=69EA8F7C","6500","",""
"Premium gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/106265319_3908092575930270_1317729795985312215_n.jpg?stp=c0.55.720.720a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFzT139Uj0Qdw6FCujM9Tw2h19USnKlh3SHX1RKcqWHdPR0EozVKWbK5XHpyeRBpAouTq18HKMAevT1CiM_tPqq&_nc_ohc=ldZ-lfwohqEQ7kNvwEm88Xs&_nc_oc=Adpb4anCua1v-w3YjQkJvV06IFPmE5KrrLdAa6yPssK5IZVFuCGb4j1H4x2hbpTwuNc&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af1dtb8A43kuU2kKuZGHNVek3aIZT1k_Ow88AmkNesY6JA&oe=69EAACF1","6500","",""
"Corporate Package-1","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/245040492_4665066353591317_8249334769387900570_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s1080x1080_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeH5qJFagMxTVmHXrpcmBSPSij4--Fez5LqKPj74V7PkujtK47wd6bszfwMVFlrYLciifGL1mxcFYA06NOADiQxL&_nc_ohc=jAh9WbqM_ggQ7kNvwGJvgOL&_nc_oc=AdrO5PrflGmdu2_22vvfT22683dHdoMsQUFuDt0SToJ52AxdktVokMcjbdm4nMDcEJ8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af3jR-gFXrDF5LgsU5lHrfXsk5rdRzHD2hBaVCaHac0t_g&oe=69EA9457","10000","",""
"Perfect gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/119708030_4822609074423387_4958274642100239244_n.jpg?stp=c192.0.1370.1370a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeF9Cw2CFD5UAtbeMG2tnen5arAnbw_XCnRqsCdvD9cKdCZPMiWA2-8B--0vdw2OfUqoIZbaYMiL64EQMLyZC5Cm&_nc_ohc=nfSx7eAotn8Q7kNvwFcH3Fq&_nc_oc=Adrb9rCod7OBBGCpUIsTsRPi1o7bY_l4govamqlJ2dit7ORSwJuEHHTN7cSVzCjJT_8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af2wle9UWk7MwR5ScjRBuTtcKNjBv74HCJYgEP8c2rw7Gg&oe=69EA980C","2600","",""
"Simple Gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/84278808_4047502995322909_6614763247168807774_n.jpg?stp=c291.0.1408.1408a_dst-jpg_s400x400_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEp6R7uiVYqW8xlqfdmE8EIYs9u2TYLDV5iz27ZNgsNXqzb1xp6f2g5vp_FCmj0dqvO_6Hi3pJ4yNwUMjoiqbIn&_nc_ohc=tMmiIkGARJ8Q7kNvwFPhxaa&_nc_oc=AdqibAXoEoOvXLtWlprI4nqHLIcPBM1a04Lh342Iv5VrcYCzNkA7hw_3nGTLPclURNw&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af3Bah09j5_ZnFBFngNOSJYyd9vLRGDCpTUTFq_SYD4VnQ&oe=69EAA738","2600","",""
"Birthday gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/95512316_2809633375801638_8948003494321717248_n.jpg?stp=c0.205.1637.1637a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGKsMYm5-ANcUAsTIholc54v3h2krE7PhO_eHaSsTs-E9GulbkS62-RidI27MOxIQJdxxG7JRQXMULX9FTxqjcI&_nc_ohc=dd07PP3Tp-4Q7kNvwEByUrO&_nc_oc=AdqnQ1WmBz_lMuhZF5UXnr_KXd9jfbX7gOuNGC1NsMR5lWAX6xB3ohwuBQ-uiYG1c44&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af1VL8phw-HnSNIL4Ac7NXfC6kC-7NswBX2rieO1AVXjmQ&oe=69EA8FE7","2650","",""
"Gift package for medium budget","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/90027892_2844985952227325_6498136260144529408_n.jpg?stp=c0.164.1884.1884a_dst-jpg_s400x400_tt6&_nc_cat=104&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeH3GAF6L_mr5tUJk4-d36C8nf5sSbmIyV6d_mxJuYjJXnpcRui6FqN9_S7DgHv-qaF75jtBnqKjCUUhIT-1jIcJ&_nc_ohc=4W7C_DrTPA8Q7kNvwEn0PJj&_nc_oc=AdrLyvIszq2i7p3wgao5h6rHiVMoknrZpaRR_1BT51MN5rbLAq4yzSB8I_207I9ZTSc&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af2UnRUPuKLZCoZbaeP7vyY6klBpnhAIbXfk2SHBDA9qWQ&oe=69EAAD6B","3600","",""
"Medium gift package-2","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/106068593_3193428014085507_2345158520796341315_n.jpg?stp=c0.391.1657.1657a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEC9O6OSa_Ahd6QWFiaRPxXN20vCdGv8uA3bS8J0a_y4HyUKNjjDdjCoKsK_eQ3u8j83ZjgB-vHGbfPhtkiZim-&_nc_ohc=6s_Xp1bx64cQ7kNvwG66b7V&_nc_oc=AdpQzZkxu2TD4pM7ktbUJjiwTgR9ERO3sRrzWGBy-MHsDp1j9smMvKkaZi1sgf8lsEI&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af3Ro0YRSVqWfIztpdcTCSKOQlwXPxFMews9T6utUrxd_w&oe=69EA9FF2","3700","",""
"Medium budget gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/119064584_4008576932490102_7425309810682128158_n.jpg?stp=c0.0.710.710a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE6tQSK2Jcg4-Erotg54hgLjIRuHUbkjP2MhG4dRuSM_cD4fTLVzRod1FL7RljZtIM3fzY_cGdnzzNG6rOkDL4S&_nc_ohc=qIuPVP8TSfwQ7kNvwHUPuLK&_nc_oc=AdqvvDH7F6t6P0EAiUtQe44C04hc3AyltXo4iVv189L4HyUryqaQoTmumtUqZeuRWlw&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af3dzHBwf2uzOilbQBp_GNOIxCFZpnoXKHEC9q2ICDgngg&oe=69EA88D8","2700","",""
"medium gift bucket","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/120175821_3331934290231337_2236945174504674571_n.jpg?stp=c0.38.1058.1058a_dst-jpg_s1080x1080_tt6&_nc_cat=107&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE7P-NokT8_C7412Tm2Hc-yFssPTbZRHE4Wyw9NtlEcTnsQTsaCLhgjM7IddJV7yA1_DswAxr9fvXZMMi_snAZ-&_nc_ohc=2hK2lZtInmUQ7kNvwFfyu2u&_nc_oc=AdqYJR5bK1ZK9YF5zaCpIL2pN2-boFYxDHo__fK2R1USXOlbIeqkjNYEDMZTVJd55DY&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af2OCYfElQFNj5DOyx4iKCFUb2F82hxuHUKGzo0FXnNqgw&oe=69EAA8EC","4500","",""
"Medium gift bucket -4","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/118278166_3105427132912420_3679574312826524957_n.jpg?stp=c0.0.2048.2048a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeENXVMoS1DPsKUMJ077sBTGOR75wTaBoSw5HvnBNoGhLBzB0bvtDqlIRRtjVDhW11Bq0Dts2wBGSgPqON70ziH1&_nc_ohc=2TD2WmfT9-UQ7kNvwHdAaWa&_nc_oc=AdpooVPChxA_laZjvl-c2fLNrDJqY4Ri77JLR59LTyOlOXAnZnZeUu-dk8MC6YP5IAQ&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=r_HiCVutTYNzf8GdLtFGpA&_nc_ss=7a3a8&oh=00_Af0IHA-xGph1JshdDbgxQRbeC6OLKkCVzE2H6mcNg77zew&oe=69EA8638","4800","",""
"Grand Chocolate Harmony Bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/624001374_1436452818145577_2271068474143368967_n.jpg?stp=c0.226.1596.1596a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGFkuTpRKsletjCiwTujgW8mLKsfws-wv2Ysqx_Cz7C_T2sdJ0VM1DWlTky4mcuXZ9enexpYYwqi0la1Us5LBM0&_nc_ohc=WUWlkPUFZq0Q7kNvwENRlrO&_nc_oc=AdrrE3gUBckQHhWc_23hwUMyoZvk_0mzFeKHb_UTxUz6jhy9d0MZe2kbXIjn9jfjIWo&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=8fRvCPODHBo8pzW6D0bwEg&_nc_ss=7a3a8&oh=00_Af2jFnu4g8r4ldHYsOM5O_LO85n9pSmI-UT7snuIow9UZQ&oe=69EAB31B","2050","2500","18"
"Luxury rose bouquet with balloons and chocolates","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/622367568_1423510862660864_2560453745617838960_n.jpg?stp=c0.0.1440.1440a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFNJ1obX-mho4TT-HXzFWxgXRmNNT7DKzZdGY01PsMrNjbRRKrbVFNpgf28sAS-aXYGcmcKHBA7ew3tFQpxTTMh&_nc_ohc=9xHEvqXyhiAQ7kNvwG5LM4S&_nc_oc=Adpf8E2hwhvzY1AeLMIvf2nIFbjLlLbCVdf5sXJ_As7MJZcndD1dbZQuChcHcx4gLr4&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=8fRvCPODHBo8pzW6D0bwEg&_nc_ss=7a3a8&oh=00_Af3Wcp3w_pH3WEBZWb2ERc5yLS_1UUsPrbqJILJl_LIbEA&oe=69EA85E0","9500","11000","13.64"
"Heart-Shaped Red Rose Bouquet, Chocolate Box, Cake & Balloon Anniversary Combo","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/621138759_680221441751450_2010784053631422148_n.jpg?stp=c3.0.1432.1432a_dst-jpg_s400x400_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFpRaD8WT5MbX30MvzE_vYvqp_3R_8T2IWqn_dH_xPYhSWwbkhAmy0nkzvbAGdIKrWpHY991X-Ni2JBA49u7ggH&_nc_ohc=HKPUpnRJc0IQ7kNvwEsu9ek&_nc_oc=Adq0VIqY51Cby7AHD33lOnUbMUk4iccVx-mfO6GQZ_j8OmzDGN4FwsivH_fjaUQfsXk&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=8fRvCPODHBo8pzW6D0bwEg&_nc_ss=7a3a8&oh=00_Af1PPTxONJ1WN9azgHIR5sm3dRSwJYuutLmZ-TTKkXRWFw&oe=69EA9AD3","14000","16000","12.5"
"Gift combo-5","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/288960967_5124450514334512_729897834235041236_n.jpg?stp=c2.0.998.998a_dst-jpg_s400x400_tt6&_nc_cat=105&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHs5A9rLWfS-xsFNi5JHN_IqSGakkXBuGGpIZqSRcG4YaLoggen9dvrGyPvdvFVoNpgptG5eJaZTLp57uDAHj6D&_nc_ohc=5mHdlqMwkiUQ7kNvwF_HNZ-&_nc_oc=Adqsbl8EqUcWyxY0N5mBSEiYqFa9PjsFjKXxkoOCoGW30g0k1OwqLqxsKTc4G8aoeJM&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=8fRvCPODHBo8pzW6D0bwEg&_nc_ss=7a3a8&oh=00_Af3QZ7HMd_bgI8VHSTtf5N3PKB9duYcigFGzryZRXaVLww&oe=69EAA361","4000","4500","11.11"
"Blue Anniversary Elegance Set","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/649998910_1251136263663153_5904496670773263465_n.png?stp=c0.70.928.928a_dst-png_s400x400&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeF572jBpEkDSoTECKEfKXn4vMBrEXIVw4y8wGsRchXDjJD7mB1FzaDSvOMHpXiuH1nRwmupplZvtMuNt6LK1mQZ&_nc_ohc=OeVOO0rF8WEQ7kNvwGrYQLB&_nc_oc=AdoggdFVLhY9b0tU5pDuG8DcnbOivjCkQ61nrPmTCTLq5pjiUFYnne--id4ciCneAm8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=8fRvCPODHBo8pzW6D0bwEg&_nc_ss=7a3a8&oh=00_Af2j60RP_D3UclA1sLI3PPQN-XQ_R8YzjIzEKAxzLkgl-A&oe=69EA9543","4650","5000","7"
"Sacred Blessings Gift Box","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/650405819_1216596210245104_7902917592282828303_n.jpg?stp=c0.0.1440.1440a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeG1RQRA_p60VTgDSwedoW8jfsnOULvYOdl-yc5Qu9g52YeGUY7qCL0RPja7hfFDdfz7lOQ2Jx7h7J5Z45pFX9GM&_nc_ohc=rSyTjn-fwsQQ7kNvwGCQSVg&_nc_oc=AdoFuLfr9eGP2PJqBQ8H5e2m-bF4_9MjbuxEBv_1EtoKvvnOI-UVTe_NiJpngwtIbGA&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=8fRvCPODHBo8pzW6D0bwEg&_nc_ss=7a3a8&oh=00_Af0qnbQLQMfkpjF8oExZklklLzbEUpn7iAvD6Lt9hsObrw&oe=69EAAAB3","4650","5000","7"
"Mixed birthday package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/98146568_4467428136615918_6300994714342522880_n.jpg?stp=c0.402.1536.1536a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGGLHMW5wcb6UXMjWNGmR375sexD2O3oInmx7EPY7egiXchE4n6Xo_Lz_yQCjhqhMhRvvOJlfvmgpxkRIoKT2Aj&_nc_ohc=A_BZnVhDLmAQ7kNvwGswlsF&_nc_oc=AdrIg8l1JbVHZHcjrBcM-VwMWyaG6HS6w10hlPhxB0fbowzOJsKgTEK3EPejyXh-YPg&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=q7C2Ct7c7KzV-5e2f7zusw&_nc_ss=7a3a8&oh=00_Af20KCEvPg18KvCCrX5cRXgBUtMeJjPgvXvwOueb5CFiYg&oe=69EA969E","3500","",""
"Premium birthday package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/116711779_3077711715677929_248166668338962807_n.jpg?stp=c0.353.1226.1226a_dst-jpg_s400x400_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFJlanNSqjzZHc3UaC9leGnJxrqlmSbHW8nGuqWZJsdbweDjp-RhoSdq7NP3PZ6Jc00DShwwAKkM56JlOL5HhqK&_nc_ohc=pDkmEg5ktbsQ7kNvwFbGZ7A&_nc_oc=AdqYkxgwxxhuhXUQ2Scdd0IReHzTZ_dzP0zz3MQCL4hRNeanqiRMW7_nNMFc38FW4Io&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=q7C2Ct7c7KzV-5e2f7zusw&_nc_ss=7a3a8&oh=00_Af3teGHTTNnItKpJziAiLGb5XFmbh5sNh7sW414TYA9_lA&oe=69EA8B33","8880","",""
